,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_l1_ratio,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,class
95,0.009541606903076172,0.0005194570988059948,0.0009439468383789062,9.783292505778576e-05,0.45,61.054022965853264,"{'l1_ratio': 0.45, 'C': 61.054022965853264}",1.0,0.6666666666666667,0.7916666666666666,0.8333333333333334,0.5,0.7583333333333334,0.1674979270186815,44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
96,0.01065983772277832,0.0008824051484359547,0.000986623764038086,0.00011900353795464846,0.35000000000000003,61.054022965853264,"{'l1_ratio': 0.35000000000000003, 'C': 61.054022965853264}",1.0,0.6666666666666667,0.7916666666666666,0.8333333333333334,0.5,0.7583333333333334,0.1674979270186815,44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
97,0.01016221046447754,0.0005052181299773315,0.0010416507720947266,4.6581889823083096e-05,1.0,61.054022965853264,"{'l1_ratio': 1.0, 'C': 61.054022965853264}",1.0,0.6666666666666667,0.7916666666666666,0.8333333333333334,0.5,0.7583333333333334,0.1674979270186815,44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
98,0.010306262969970703,0.0008656675388065597,0.00117645263671875,0.0002445356332539185,0.55,100.0,"{'l1_ratio': 0.55, 'C': 100.0}",1.0,0.6666666666666667,0.7916666666666666,0.8333333333333334,0.5,0.7583333333333334,0.1674979270186815,44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
99,0.01110544204711914,0.0016919875584372782,0.0012081623077392577,0.00027227600484413226,0.35000000000000003,100.0,"{'l1_ratio': 0.35000000000000003, 'C': 100.0}",1.0,0.6666666666666667,0.7916666666666666,0.8333333333333334,0.5,0.7583333333333334,0.1674979270186815,44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
100,0.005126571655273438,0.0021778632893238153,0.0010956764221191407,0.0002360760815729207,0.9,0.43939705607607904,"{'l1_ratio': 0.9, 'C': 0.43939705607607904}",0.875,0.7916666666666666,1.0,0.7083333333333334,0.7619047619047619,0.8273809523809523,0.10178397380856692,1,0.989247311827957,0.989247311827957,0.9704301075268817,0.989247311827957,0.9895833333333334,0.9855510752688172,0.007561603859696342,Milky
101,0.006385231018066406,0.0009815328763610558,0.0010799884796142579,0.00010835072861900697,0.9500000000000001,0.7196856730011519,"{'l1_ratio': 0.9500000000000001, 'C': 0.7196856730011519}",0.7916666666666666,0.7916666666666666,1.0,0.75,0.7142857142857143,0.8095238095238095,0.09953121412418324,2,0.9973118279569892,0.9946236559139785,0.9838709677419355,0.9946236559139785,0.9947916666666666,0.9930443548387096,0.004699017770541213,Milky
102,0.003821706771850586,0.0011179092474411622,0.0010612010955810547,0.00011515484092367629,0.7000000000000001,0.43939705607607904,"{'l1_ratio': 0.7000000000000001, 'C': 0.43939705607607904}",0.8333333333333334,0.7916666666666666,1.0,0.7083333333333334,0.7142857142857143,0.8095238095238095,0.10627959105078877,2,0.9946236559139785,0.989247311827957,0.9731182795698925,0.9919354838709677,0.9895833333333334,0.9877016129032258,0.007542466584192575,Milky
103,0.0040323734283447266,0.0007349930122538465,0.0010148048400878905,0.00026240594468655723,0.65,0.7196856730011519,"{'l1_ratio': 0.65, 'C': 0.7196856730011519}",0.75,0.75,1.0,0.8333333333333334,0.6666666666666666,0.8,0.11303883305208781,4,0.9973118279569892,0.9946236559139785,0.9865591397849462,0.9946236559139785,0.9973958333333334,0.9941028225806452,0.0039646265944492535,Milky
104,0.0022011280059814455,0.00014206253812807558,0.0012569427490234375,0.00048538474401056567,0.6000000000000001,0.16378937069540642,"{'l1_ratio': 0.6000000000000001, 'C': 0.16378937069540642}",0.625,0.875,1.0,0.625,0.8095238095238095,0.7869047619047619,0.1456765435092355,5,0.9516129032258064,0.9247311827956989,0.9112903225806452,0.9301075268817205,0.9713541666666666,0.9378192204301076,0.021210410989739942,Milky
105,0.008881950378417968,0.00187683924788532,0.001085948944091797,0.00017692126292910364,0.9500000000000001,1.1787686347935873,"{'l1_ratio': 0.9500000000000001, 'C': 1.1787686347935873}",0.5833333333333334,0.875,1.0,0.8333333333333334,0.6190476190476191,0.7821428571428573,0.15800628593368624,6,1.0,0.9973118279569892,0.9946236559139785,0.9973118279569892,1.0,0.9978494623655914,0.002011643756330074,Milky
106,0.0019246578216552735,0.0003021692503446559,0.0008115768432617188,0.00015615146527049202,0.35000000000000003,0.16378937069540642,"{'l1_ratio': 0.35000000000000003, 'C': 0.16378937069540642}",0.75,0.625,1.0,0.7083333333333333,0.7142857142857143,0.7595238095238095,0.12703000163423106,7,0.9704301075268817,0.967741935483871,0.9596774193548386,0.9704301075268817,0.9817708333333334,0.9700100806451613,0.007079216351663499,Milky
107,0.002179574966430664,0.0003923675758476989,0.0011225223541259765,0.0005654925106319339,0.35000000000000003,0.2682695795279726,"{'l1_ratio': 0.35000000000000003, 'C': 0.2682695795279726}",0.75,0.5833333333333334,1.0,0.75,0.6666666666666666,0.75,0.13944333775567924,8,0.9865591397849462,0.989247311827957,0.967741935483871,0.9865591397849462,0.984375,0.982896505376344,0.007733168292311147,Milky
108,0.001929903030395508,0.0002853196725074435,0.0007588386535644532,0.00016081946603769079,0.2,0.16378937069540642,"{'l1_ratio': 0.2, 'C': 0.16378937069540642}",0.7083333333333334,0.5833333333333334,1.0,0.7916666666666666,0.6666666666666666,0.75,0.14191155304938666,8,0.978494623655914,0.978494623655914,0.9650537634408601,0.978494623655914,0.9791666666666666,0.9759408602150538,0.005449767455030488,Milky
